"Site ID","Station_Type","Sample_Date","Sample Depth (cm)","Mean Bulk Density (g/cm3)","SE Bulk Density (g/cm3)",
"CRMS0241","S","3/10/2008 12:00:00 AM","16","0.3666667","0.09333334",
"CRMS0241","S","3/10/2008 12:00:00 AM","20","0.73","0.2318045",
"CRMS0241","S","3/10/2008 12:00:00 AM","24","0.6933333","0.1885324",
"CRMS0241","S","6/17/2014 12:00:00 AM","4","0.2266667","0.08685876",
"CRMS0241","S","6/17/2014 12:00:00 AM","8","0.4","0.08386498",
"CRMS0241","S","6/17/2014 12:00:00 AM","12","0.84","0.2253886",
"CRMS0241","S","6/17/2014 12:00:00 AM","16","1.203333","0.1690497",
"CRMS0241","S","6/17/2014 12:00:00 AM","20","1.203333","0.2121582",
"CRMS0241","S","6/17/2014 12:00:00 AM","24","0.9466667","0.3074808",
"CRMS0248","S","5/14/2007 12:00:00 AM","4","0.3933333","0.07535104",
"CRMS0248","S","5/14/2007 12:00:00 AM","8","0.2466667","0.01855922",
"CRMS0248","S","5/14/2007 12:00:00 AM","12","0.21","0.01",
"CRMS0248","S","5/14/2007 12:00:00 AM","16","0.2266667","0.01666667",
"CRMS0248","S","5/14/2007 12:00:00 AM","20","0.23","0.0321455",
"CRMS0248","S","5/14/2007 12:00:00 AM","24","0.2433333","0.008819168",
"CRMS0248","S","5/14/2018 12:00:00 AM","4","0.15","0.02081666",
"CRMS0248","S","5/14/2018 12:00:00 AM","8","0.25","0.02309401",
"CRMS0248","S","5/14/2018 12:00:00 AM","12","0.19","0.03785939",
"CRMS0248","S","5/14/2018 12:00:00 AM","16","0.2","0.06658328",
"CRMS0248","S","5/14/2018 12:00:00 AM","20","0.1333333","0.05333333",
"CRMS0248","S","5/14/2018 12:00:00 AM","24","0.09666666","0.01763834",
"CRMS0251","S","6/13/2006 12:00:00 AM","4","0.1733333","0.02905933",
"CRMS0251","S","6/13/2006 12:00:00 AM","8","0.21","0.01527525",
"CRMS0251","S","6/13/2006 12:00:00 AM","12","0.2","0.01527525",
"CRMS0251","S","6/13/2006 12:00:00 AM","16","0.1866667","0.008819171",
"CRMS0251","S","6/13/2006 12:00:00 AM","20","0.1933333","0.008819168",
"CRMS0251","S","6/13/2006 12:00:00 AM","24","0.2033333","0.02403701",
"CRMS0251","S","3/14/2018 12:00:00 AM","4","0.15","0.05131602",
"CRMS0251","S","3/14/2018 12:00:00 AM","8","0.3333333","0.06984109",
"CRMS0251","S","3/14/2018 12:00:00 AM","12","0.2933333","0.06765928",
"CRMS0251","S","3/14/2018 12:00:00 AM","16","0.25","0.06082762",
"CRMS0251","S","3/14/2018 12:00:00 AM","20","0.2366667","0.06333334",
"CRMS0251","S","3/14/2018 12:00:00 AM","24","0.19","0.02309401",
"CRMS0253","S","6/13/2006 12:00:00 AM","4","0.2866667","0.03844188",
"CRMS0253","S","6/13/2006 12:00:00 AM","8","0.2566667","0.01201851",
"CRMS0253","S","6/13/2006 12:00:00 AM","12","0.2633333","0.02603417",
"CRMS0253","S","6/13/2006 12:00:00 AM","16","0.2233333","0.02333333",
"CRMS0253","S","6/13/2006 12:00:00 AM","20","0.26","0.01527525",
"CRMS0253","S","6/13/2006 12:00:00 AM","24","0.28","0.01",
"CRMS0253","S","3/7/2018 12:00:00 AM","4","0.1833333","0.02027587",
"CRMS0253","S","3/7/2018 12:00:00 AM","8","0.25","0.04358899",
"CRMS0253","S","3/7/2018 12:00:00 AM","12","0.2866667","0.04484541",
"CRMS0253","S","3/7/2018 12:00:00 AM","16","0.24","0.0321455",
"CRMS0253","S","3/7/2018 12:00:00 AM","20","0.2333333","0.01763834",
"CRMS0253","S","3/7/2018 12:00:00 AM","24","0.24","0.009999995",
"CRMS0258","S","9/12/2007 12:00:00 AM","16","0.8266667","0.1186498",
"CRMS0258","S","4/4/2018 12:00:00 AM","4","0.16","0.01527526",
"CRMS0258","S","4/4/2018 12:00:00 AM","8","0.24","0.005773501",
"CRMS0258","S","4/4/2018 12:00:00 AM","12","0.2066667","0.02603417",
"CRMS0258","S","4/4/2018 12:00:00 AM","16","0.18","0.005773501",
"CRMS0258","S","4/4/2018 12:00:00 AM","20","0.1966667","0.01333333",
"CRMS0258","S","4/4/2018 12:00:00 AM","24","0.1933333","0.0120185",
"CRMS0260","S","6/20/2008 12:00:00 AM","4","0.2","0.01527525",
"CRMS0260","S","6/20/2008 12:00:00 AM","8","0.1733333","0.02333333",
"CRMS0260","S","6/20/2008 12:00:00 AM","12","0.1266667","0.03179797",
"CRMS0260","S","6/20/2008 12:00:00 AM","16","0.09333333","0.01333333",
"CRMS0260","S","6/20/2008 12:00:00 AM","20","0.09333333","0.01333333",
"CRMS0260","S","6/20/2008 12:00:00 AM","24","0.12","0.01732051",
"CRMS0260","S","2/23/2018 12:00:00 AM","4","0.1766667","0.003333335",
"CRMS0260","S","2/23/2018 12:00:00 AM","8","0.1766667","0.006666665",
"CRMS0260","S","2/23/2018 12:00:00 AM","12","0.2233333","0.008819171",
"CRMS0260","S","2/23/2018 12:00:00 AM","16","0.2033333","0.02333333",
"CRMS0260","S","2/23/2018 12:00:00 AM","20","0.1233333","0.008819171",
"CRMS0260","S","2/23/2018 12:00:00 AM","24","0.09","0.005773504",
"CRMS0261","S","5/14/2007 12:00:00 AM","4","0.32","0.05507571",
"CRMS0261","S","5/14/2007 12:00:00 AM","8","0.3233333","0.04630815",
"CRMS0261","S","5/14/2007 12:00:00 AM","12","0.3","0.061101",
"CRMS0261","S","5/14/2007 12:00:00 AM","16","0.3133333","0.05206833",
"CRMS0261","S","5/14/2007 12:00:00 AM","20","0.3333333","0.05607535",
"CRMS0261","S","5/14/2007 12:00:00 AM","24","0.3833334","0.14746",
"CRMS0261","S","3/15/2018 12:00:00 AM","4","0.1166667","0.01452966",
"CRMS0261","S","3/15/2018 12:00:00 AM","8","0.19","0.02",
"CRMS0261","S","3/15/2018 12:00:00 AM","12","0.2","0.02886751",
"CRMS0261","S","3/15/2018 12:00:00 AM","16","0.2","0.01527525",
"CRMS0261","S","3/15/2018 12:00:00 AM","20","0.1666667","0.02728451",
"CRMS0261","S","3/15/2018 12:00:00 AM","24","0.1266667","0.008819171",
"CRMS0263","S","6/20/2008 12:00:00 AM","4","0.21","0.01154701",
"CRMS0263","S","6/20/2008 12:00:00 AM","8","0.2366667","0.02905932",
"CRMS0263","S","6/20/2008 12:00:00 AM","12","0.17","0",
"CRMS0263","S","6/20/2008 12:00:00 AM","16","0.1733333","0.003333335",
"CRMS0263","S","6/20/2008 12:00:00 AM","20","0.15","0.01527525",
"CRMS0263","S","6/20/2008 12:00:00 AM","24","0.1466667","0.003333335",
"CRMS0263","S","5/18/2018 12:00:00 AM","4","0.18","0.03055051",
"CRMS0263","S","5/18/2018 12:00:00 AM","8","0.2066667","0.02848001",
"CRMS0263","S","5/18/2018 12:00:00 AM","12","0.21","0.02645751",
"CRMS0263","S","5/18/2018 12:00:00 AM","16","0.2166667","0.03333333",
"CRMS0263","S","5/18/2018 12:00:00 AM","20","0.2","0.03785939",
"CRMS0263","S","5/18/2018 12:00:00 AM","24","0.1866667","0.02603417",
"CRMS0268","S","4/3/2007 12:00:00 AM","4","0.04666667","0.003333334",
"CRMS0268","S","4/3/2007 12:00:00 AM","8","0.07333333","0.003333333",
"CRMS0268","S","4/3/2007 12:00:00 AM","12","0.07333333","0.006666666",
"CRMS0268","S","4/3/2007 12:00:00 AM","16","0.06","0.005773502",
"CRMS0268","S","4/3/2007 12:00:00 AM","20","0.05666666","0.008819171",
"CRMS0268","S","4/3/2007 12:00:00 AM","24","0.05","0.005773502",
"CRMS0268","S","2/22/2018 12:00:00 AM","16","0.07666667","0.003333333",
"CRMS0272","S","6/3/2008 12:00:00 AM","4","0.3366667","0.03711843",
"CRMS0272","S","6/3/2008 12:00:00 AM","8","0.2866667","0.02185813",
"CRMS0272","S","6/3/2008 12:00:00 AM","12","0.2966667","0.01333333",
"CRMS0272","S","6/3/2008 12:00:00 AM","16","0.2366667","0.01763835",
"CRMS0272","S","6/3/2008 12:00:00 AM","20","0.28","0.01527525",
"CRMS0272","S","6/3/2008 12:00:00 AM","24","0.31","0.01",
"CRMS0272","S","5/17/2018 12:00:00 AM","4","0.1866667","0.01666667",
"CRMS0272","S","5/17/2018 12:00:00 AM","8","0.2233333","0.0120185",
"CRMS0272","S","5/17/2018 12:00:00 AM","12","0.3033333","0.02848002",
"CRMS0272","S","5/17/2018 12:00:00 AM","16","0.3466667","0.04176655",
"CRMS0272","S","5/17/2018 12:00:00 AM","20","0.3666667","0.05783117",
"CRMS0272","S","5/17/2018 12:00:00 AM","24","0.2966667","0.02333334",
"CRMS0273","S","6/14/2006 12:00:00 AM","4","0.07","0",
"CRMS0273","S","6/14/2006 12:00:00 AM","8","0.055","0.004999999",
"CRMS0273","S","6/14/2006 12:00:00 AM","12","0.04","0",
"CRMS0273","S","6/14/2006 12:00:00 AM","16","0.045","0.005000001",
"CRMS0273","S","6/14/2006 12:00:00 AM","20","0.04","0",
"CRMS0273","S","6/14/2006 12:00:00 AM","24","0.035","0.005",
"CRMS0273","S","3/21/2018 12:00:00 AM","4","0.04","0.005773503",
"CRMS0273","S","3/21/2018 12:00:00 AM","8","0.05","0.005773502",
"CRMS0273","S","3/21/2018 12:00:00 AM","12","0.05333333","0.006666666",
"CRMS0273","S","3/21/2018 12:00:00 AM","16","0.05333333","0.006666666",
"CRMS0273","S","3/21/2018 12:00:00 AM","20","0.05666666","0.003333333",
"CRMS0273","S","3/21/2018 12:00:00 AM","24","0.04333333","0.006666667",
"CRMS0276","S","6/20/2008 12:00:00 AM","4","0.23","0.03605551",
"CRMS0276","S","6/20/2008 12:00:00 AM","8","0.1366667","0.02905932",
"CRMS0276","S","6/20/2008 12:00:00 AM","12","0.15","0.03464101",
"CRMS0276","S","6/20/2008 12:00:00 AM","16","0.13","0.02081666",
"CRMS0276","S","6/20/2008 12:00:00 AM","20","0.1266667","0.01763834",
"CRMS0276","S","6/20/2008 12:00:00 AM","24","0.14","0.04041452",
"CRMS0276","S","6/14/2018 12:00:00 AM","4","0.23","0.02081666",
"CRMS0276","S","6/14/2018 12:00:00 AM","8","0.2066667","0.01452966",
"CRMS0276","S","6/14/2018 12:00:00 AM","12","0.1866667","0.02403701",
"CRMS0276","S","6/14/2018 12:00:00 AM","16","0.1966667","0.03382964",
"CRMS0276","S","6/14/2018 12:00:00 AM","20","0.1666667","0.02027588",
"CRMS0276","S","6/14/2018 12:00:00 AM","24","0.1666667","0.008819171",
"CRMS0278","S","5/24/2007 12:00:00 AM","4","0.06333333","0.01855922",
"CRMS0278","S","5/24/2007 12:00:00 AM","8","0.06666666","0.003333334",
"CRMS0278","S","5/24/2007 12:00:00 AM","12","0.05333333","0.003333333",
"CRMS0278","S","5/24/2007 12:00:00 AM","16","0.06","0.005773502",
"CRMS0278","S","5/24/2007 12:00:00 AM","20","0.06","0.01",
"CRMS0278","S","5/24/2007 12:00:00 AM","24","0.07","0.005773502",
"CRMS0278","S","3/21/2018 12:00:00 AM","4","0.06","0.005773502",
"CRMS0278","S","3/21/2018 12:00:00 AM","8","0.06","0",
"CRMS0278","S","3/21/2018 12:00:00 AM","12","0.06666666","0.003333334",
"CRMS0278","S","3/21/2018 12:00:00 AM","16","0.06666666","0.003333334",
"CRMS0278","S","3/21/2018 12:00:00 AM","20","0.05","0",
"CRMS0278","S","3/21/2018 12:00:00 AM","24","0.05666666","0.003333333",
"CRMS0282","S","6/3/2008 12:00:00 AM","4","0.15","0.02886751",
"CRMS0282","S","6/3/2008 12:00:00 AM","8","0.19","0.06",
"CRMS0282","S","6/3/2008 12:00:00 AM","12","0.1533333","0.05044249",
"CRMS0282","S","6/3/2008 12:00:00 AM","16","0.1366667","0.03382964",
"CRMS0282","S","6/3/2008 12:00:00 AM","20","0.1366667","0.03527668",
"CRMS0282","S","6/3/2008 12:00:00 AM","24","0.1233333","0.02666667",
"CRMS0282","S","5/10/2018 12:00:00 AM","4","0.13","0.0321455",
"CRMS0282","S","5/10/2018 12:00:00 AM","8","0.1433333","0.008819171",
"CRMS0282","S","5/10/2018 12:00:00 AM","12","0.1833333","0.01763834",
"CRMS0282","S","5/10/2018 12:00:00 AM","16","0.14","0.02886751",
"CRMS0282","S","5/10/2018 12:00:00 AM","20","0.11","0.005773501",
"CRMS0282","S","5/10/2018 12:00:00 AM","24","0.1033333","0.008819169",
"CRMS0287","S","6/17/2008 12:00:00 AM","4","0.05","0.005773502",
"CRMS0287","S","6/17/2008 12:00:00 AM","8","0.05666666","0.008819171",
"CRMS0287","S","6/17/2008 12:00:00 AM","12","0.06333333","0.003333334",
"CRMS0287","S","6/17/2008 12:00:00 AM","16","0.06666666","0.00881917",
"CRMS0287","S","6/17/2008 12:00:00 AM","20","0.06666666","0.00881917",
"CRMS0287","S","6/17/2008 12:00:00 AM","24","0.07333334","0.0120185",
"CRMS0287","S","7/5/2018 12:00:00 AM","4","0.05","0",
"CRMS0287","S","7/5/2018 12:00:00 AM","8","0.05333333","0.006666666",
"CRMS0287","S","7/5/2018 12:00:00 AM","12","0.06","0.01",
"CRMS0287","S","7/5/2018 12:00:00 AM","16","0.06333333","0.003333334",
"CRMS0287","S","7/5/2018 12:00:00 AM","20","0.05666666","0.003333333",
"CRMS0287","S","7/5/2018 12:00:00 AM","24","0.06666666","0.003333334",
"CRMS0290","S","8/21/2008 12:00:00 AM","4","0.05333333","0.01452966",
"CRMS0290","S","8/21/2008 12:00:00 AM","8","0.04","0.01",
"CRMS0290","S","5/11/2018 12:00:00 AM","4","0.05333333","0.0120185",
"CRMS0290","S","5/11/2018 12:00:00 AM","8","0.06666666","0.003333334",
"CRMS0292","S","5/12/2006 12:00:00 AM","4","0.38","0.03605551",
"CRMS0292","S","5/12/2006 12:00:00 AM","8","0.4","0.011547",
"CRMS0292","S","5/12/2006 12:00:00 AM","12","0.43","0.04932883",
"CRMS0292","S","5/12/2006 12:00:00 AM","16","0.3966667","0.03844188",
"CRMS0292","S","5/12/2006 12:00:00 AM","20","0.2866667","0.02403701",
"CRMS0292","S","5/12/2006 12:00:00 AM","24","0.2633333","0.05364493",
"CRMS0292","S","4/9/2018 12:00:00 AM","4","0.3866667","0.03179797",
"CRMS0292","S","4/9/2018 12:00:00 AM","8","0.53","0.03511885",
"CRMS0292","S","4/9/2018 12:00:00 AM","12","0.4433333","0.07535103",
"CRMS0292","S","4/9/2018 12:00:00 AM","16","0.47","0.0378594",
"CRMS0292","S","4/9/2018 12:00:00 AM","20","0.41","0.06244997",
"CRMS0292","S","4/9/2018 12:00:00 AM","24","0.4333333","0.02905932",
"CRMS0293","S","6/7/2006 12:00:00 AM","4","0.44","0.06557439",
"CRMS0293","S","6/7/2006 12:00:00 AM","8","0.2733333","0.05044249",
"CRMS0293","S","6/7/2006 12:00:00 AM","12","0.39","0.06082763",
"CRMS0293","S","6/7/2006 12:00:00 AM","16","0.4","0.2306513",
"CRMS0293","S","6/7/2006 12:00:00 AM","20","0.2533333","0.03929942",
"CRMS0293","S","6/7/2006 12:00:00 AM","24","0.27","0.04358899",
"CRMS0293","S","5/23/2018 12:00:00 AM","4","0.1933333","0.01333333",
"CRMS0293","S","5/23/2018 12:00:00 AM","8","0.36","0.01",
"CRMS0293","S","5/23/2018 12:00:00 AM","12","0.3033333","0.02848002",
"CRMS0293","S","5/23/2018 12:00:00 AM","16","0.2566667","0.04333334",
"CRMS0293","S","5/23/2018 12:00:00 AM","20","0.5533333","0.1598263",
"CRMS0293","S","5/23/2018 12:00:00 AM","24","0.4766667","0.1234684",
"CRMS0294","S","4/25/2006 12:00:00 AM","4","0.1633333","0.01201851",
"CRMS0294","S","4/25/2006 12:00:00 AM","8","0.14","0.01",
"CRMS0294","S","4/25/2006 12:00:00 AM","12","0.1266667","0.003333333",
"CRMS0294","S","4/25/2006 12:00:00 AM","16","0.1366667","0.003333335",
"CRMS0294","S","4/25/2006 12:00:00 AM","20","0.1566667","0.006666665",
"CRMS0294","S","4/25/2006 12:00:00 AM","24","0.1366667","0.0120185",
"CRMS0294","S","3/7/2018 12:00:00 AM","4","0.06666667","0.01855922",
"CRMS0294","S","3/7/2018 12:00:00 AM","8","0.09","0.005773504",
"CRMS0294","S","3/7/2018 12:00:00 AM","12","0.1233333","0.01855921",
"CRMS0294","S","3/7/2018 12:00:00 AM","16","0.12","0.01527525",
"CRMS0294","S","3/7/2018 12:00:00 AM","20","0.1166667","0.008819169",
"CRMS0294","S","3/7/2018 12:00:00 AM","24","0.1366667","0.003333335",
"CRMS0296","S","4/25/2006 12:00:00 AM","4","0.08","0.01154701",
"CRMS0296","S","4/25/2006 12:00:00 AM","8","0.06666666","0.003333334",
"CRMS0296","S","4/25/2006 12:00:00 AM","12","0.06333333","0.00881917",
"CRMS0296","S","4/25/2006 12:00:00 AM","16","0.06","0.01",
"CRMS0296","S","4/25/2006 12:00:00 AM","20","0.05666666","0.008819171",
"CRMS0296","S","4/25/2006 12:00:00 AM","24","0.06","0.005773502",
"CRMS0296","S","3/7/2018 12:00:00 AM","4","0.04","0",
"CRMS0296","S","3/7/2018 12:00:00 AM","8","0.05","0.005773502",
"CRMS0296","S","3/7/2018 12:00:00 AM","12","0.05333333","0.006666666",
"CRMS0296","S","3/7/2018 12:00:00 AM","16","0.04666667","0.003333334",
"CRMS0296","S","3/7/2018 12:00:00 AM","20","0.05","0.005773502",
"CRMS0296","S","3/7/2018 12:00:00 AM","24","0.05666666","0.0120185",
"CRMS0301","S","1/17/2008 12:00:00 AM","4","0.1966667","0.01452966",
"CRMS0301","S","1/17/2008 12:00:00 AM","8","0.42","0.1752141",
"CRMS0301","S","1/17/2008 12:00:00 AM","12","0.4033333","0.05925464",
"CRMS0301","S","1/17/2008 12:00:00 AM","16","0.4766667","0.1039765",
"CRMS0301","S","1/17/2008 12:00:00 AM","20","0.46","0.09865766",
"CRMS0301","S","1/17/2008 12:00:00 AM","24","0.4866667","0.03844187",
"CRMS0301","S","3/9/2018 12:00:00 AM","4","0.05333333","0.003333333",
"CRMS0301","S","3/9/2018 12:00:00 AM","8","0.05666666","0.0120185",
"CRMS0301","S","3/9/2018 12:00:00 AM","12","0.06","0.005773502",
"CRMS0301","S","3/9/2018 12:00:00 AM","16","0.07333333","0.003333333",
"CRMS0301","S","3/9/2018 12:00:00 AM","20","0.1066667","0.01452966",
"CRMS0301","S","3/9/2018 12:00:00 AM","24","0.12","0",
"CRMS0302","S","6/6/2006 12:00:00 AM","4","0.5033333","0.01763834",
"CRMS0302","S","6/6/2006 12:00:00 AM","8","0.5533333","0.02666666",
"CRMS0302","S","6/6/2006 12:00:00 AM","12","0.49","0.01999999",
"CRMS0302","S","6/6/2006 12:00:00 AM","16","0.5333333","0.0352767",
"CRMS0302","S","6/6/2006 12:00:00 AM","20","0.52","0.005773497",
"CRMS0302","S","6/6/2006 12:00:00 AM","24","0.5366666","0.07218803",
"CRMS0302","S","5/16/2018 12:00:00 AM","4","0.3033333","0.00333333",
"CRMS0302","S","5/16/2018 12:00:00 AM","8","0.3566667","0.03382964",
"CRMS0302","S","5/16/2018 12:00:00 AM","12","0.4966667","0.008819172",
"CRMS0302","S","5/16/2018 12:00:00 AM","16","0.44","0.0450925",
"CRMS0302","S","5/16/2018 12:00:00 AM","20","0.5866667","0.01333334",
"CRMS0302","S","5/16/2018 12:00:00 AM","24","0.49","0.03055049",
"CRMS0303","S","6/15/2006 12:00:00 AM","4","0.45","0.02645751",
"CRMS0303","S","6/15/2006 12:00:00 AM","8","0.45","0.03",
"CRMS0303","S","6/15/2006 12:00:00 AM","12","0.45","0.04582577",
"CRMS0303","S","6/15/2006 12:00:00 AM","16","0.4633333","0.03480101",
"CRMS0303","S","6/15/2006 12:00:00 AM","20","0.4733333","0.008819172",
"CRMS0303","S","6/15/2006 12:00:00 AM","24","0.37","0.0450925",
"CRMS0303","S","3/23/2018 12:00:00 AM","4","0.2333333","0.03282953",
"CRMS0303","S","3/23/2018 12:00:00 AM","8","0.3266667","0.02905932",
"CRMS0303","S","3/23/2018 12:00:00 AM","12","0.4066667","0.03527668",
"CRMS0303","S","3/23/2018 12:00:00 AM","16","0.4633333","0.03711843",
"CRMS0303","S","3/23/2018 12:00:00 AM","20","0.4633333","0.02333334",
"CRMS0303","S","3/23/2018 12:00:00 AM","24","0.5433334","0.02962733",
"CRMS0305","S","12/6/2006 12:00:00 AM","4","0.24","0.009999995",
"CRMS0305","S","12/6/2006 12:00:00 AM","8","0.2733333","0.01452967",
"CRMS0305","S","12/6/2006 12:00:00 AM","12","0.2766667","0.01763834",
"CRMS0305","S","12/6/2006 12:00:00 AM","16","0.3333333","0.09871394",
"CRMS0305","S","12/6/2006 12:00:00 AM","20","0.3766667","0.09351174",
"CRMS0305","S","12/6/2006 12:00:00 AM","24","0.3633333","0.08171767",
"CRMS0305","S","5/23/2018 12:00:00 AM","4","0.1866667","0.03333334",
"CRMS0305","S","5/23/2018 12:00:00 AM","8","0.2266667","0.03844188",
"CRMS0305","S","5/23/2018 12:00:00 AM","12","0.2266667","0.03282952",
"CRMS0305","S","5/23/2018 12:00:00 AM","16","0.2933334","0.02333333",
"CRMS0305","S","5/23/2018 12:00:00 AM","20","0.2233333","0.03527668",
"CRMS0305","S","5/23/2018 12:00:00 AM","24","0.26","0.04932883",
"CRMS0307","S","5/9/2007 12:00:00 AM","4","0.2933333","0.01333333",
"CRMS0307","S","5/9/2007 12:00:00 AM","8","0.2566667","0.008819175",
"CRMS0307","S","5/9/2007 12:00:00 AM","12","0.2033333","0.02603417",
"CRMS0307","S","5/9/2007 12:00:00 AM","16","0.2933333","0.06437736",
"CRMS0307","S","5/9/2007 12:00:00 AM","20","0.22","0.01",
"CRMS0307","S","5/9/2007 12:00:00 AM","24","0.1733333","0.0120185",
"CRMS0307","S","5/7/2018 12:00:00 AM","4","0.17","0.02645751",
"CRMS0307","S","5/7/2018 12:00:00 AM","8","0.2066667","0.02185813",
"CRMS0307","S","5/7/2018 12:00:00 AM","12","0.22","0.04163332",
"CRMS0307","S","5/7/2018 12:00:00 AM","16","0.2266667","0.03480102",
"CRMS0307","S","5/7/2018 12:00:00 AM","20","0.2033333","0.02333333",
"CRMS0307","S","5/7/2018 12:00:00 AM","24","0.16","0.01732051",
"CRMS0309","S","6/7/2006 12:00:00 AM","4","0.3333333","0.05456902",
"CRMS0309","S","6/7/2006 12:00:00 AM","8","0.2766667","0.03480102",
"CRMS0309","S","6/7/2006 12:00:00 AM","12","0.27","0.011547",
"CRMS0309","S","6/7/2006 12:00:00 AM","16","0.32","0.005773506",
"CRMS0309","S","6/7/2006 12:00:00 AM","20","0.3833333","0.04630814",
"CRMS0309","S","6/7/2006 12:00:00 AM","24","0.34","0.02081666",
"CRMS0309","S","5/23/2018 12:00:00 AM","4","0.3466667","0.02603416",
"CRMS0309","S","5/23/2018 12:00:00 AM","8","0.4033333","0.03756476",
"CRMS0309","S","5/23/2018 12:00:00 AM","12","0.3833333","0.0120185",
"CRMS0309","S","5/23/2018 12:00:00 AM","16","0.4433333","0.03282953",
"CRMS0309","S","5/23/2018 12:00:00 AM","20","0.4433333","0.008819172",
"CRMS0309","S","5/23/2018 12:00:00 AM","24","0.45","0.06027713",
"CRMS0310","S","11/17/2006 12:00:00 AM","4","0.2233333","0.01452966",
"CRMS0310","S","11/17/2006 12:00:00 AM","8","0.23","0",
"CRMS0310","S","11/17/2006 12:00:00 AM","12","0.2","0.011547",
"CRMS0310","S","11/17/2006 12:00:00 AM","16","0.2033333","0.01763834",
"CRMS0310","S","11/17/2006 12:00:00 AM","20","0.1866667","0.01666667",
"CRMS0310","S","11/17/2006 12:00:00 AM","24","0.1666667","0.008819171",
"CRMS0310","S","4/24/2018 12:00:00 AM","4","0.2133333","0.01763834",
"CRMS0310","S","4/24/2018 12:00:00 AM","8","0.2766667","0.02666667",
"CRMS0310","S","4/24/2018 12:00:00 AM","12","0.3866667","0.04666666",
"CRMS0310","S","4/24/2018 12:00:00 AM","16","0.65","0.1216553",
"CRMS0310","S","4/24/2018 12:00:00 AM","20","0.43","0.1014889",
"CRMS0310","S","4/24/2018 12:00:00 AM","24","0.3333333","0.01452967",
"CRMS0311","S","6/5/2006 12:00:00 AM","4","0.3233334","0.01855922",
"CRMS0311","S","6/5/2006 12:00:00 AM","8","0.2666667","0.0120185",
"CRMS0311","S","6/5/2006 12:00:00 AM","12","0.2666667","0.01666667",
"CRMS0311","S","6/5/2006 12:00:00 AM","16","0.2533333","0.006666665",
"CRMS0311","S","6/5/2006 12:00:00 AM","20","0.2866667","0.00333333",
"CRMS0311","S","6/5/2006 12:00:00 AM","24","0.31","0.02516612",
"CRMS0311","S","5/7/2018 12:00:00 AM","4","0.25","0.02645751",
"CRMS0311","S","5/7/2018 12:00:00 AM","8","0.3066667","0.008819172",
"CRMS0311","S","5/7/2018 12:00:00 AM","12","0.2633333","0.00333334",
"CRMS0311","S","5/7/2018 12:00:00 AM","16","0.34","0.01527525",
"CRMS0311","S","5/7/2018 12:00:00 AM","20","0.2933333","0.00333334",
"CRMS0311","S","5/7/2018 12:00:00 AM","24","0.3066667","0.02666667",
"CRMS0312","S","5/2/2006 12:00:00 AM","4","0.06333333","0.003333334",
"CRMS0312","S","5/2/2006 12:00:00 AM","8","0.07","0.005773502",
"CRMS0312","S","5/2/2006 12:00:00 AM","12","0.06333333","0.003333334",
"CRMS0312","S","5/2/2006 12:00:00 AM","16","0.06333333","0.00881917",
"CRMS0312","S","5/2/2006 12:00:00 AM","20","0.06333333","0.003333334",
"CRMS0312","S","5/2/2006 12:00:00 AM","24","0.06333333","0.003333334",
"CRMS0312","S","3/1/2018 12:00:00 AM","4","0.08","0.01",
